Date,SKU,Warehouse,OnHand,Receipts,Shipments,Demand
2025-05-10,S031,YYZ-DC1,190,0,9,7
2025-05-11,S031,YYZ-DC1,187,0,3,2
2025-05-12,S031,YYZ-DC1,180,0,7,5
2025-05-13,S031,YYZ-DC1,180,0,0,0
2025-05-14,S031,YYZ-DC1,180,0,0,0
2025-05-15,S031,YYZ-DC1,172,0,8,8
2025-05-16,S031,YYZ-DC1,161,0,11,11
2025-05-17,S031,YYZ-DC1,152,0,9,9
2025-05-18,S031,YYZ-DC1,212,61,1,0
2025-05-19,S031,YYZ-DC1,201,0,11,11
2025-05-20,S031,YYZ-DC1,193,0,8,8
2025-05-21,S031,YYZ-DC1,186,0,7,5
2025-05-22,S031,YYZ-DC1,181,0,5,5
2025-05-23,S031,YYZ-DC1,171,0,10,9
2025-05-24,S031,YYZ-DC1,169,0,2,2
2025-05-25,S031,YYZ-DC1,158,0,11,10
2025-05-26,S031,YYZ-DC1,154,0,4,4
2025-05-27,S031,YYZ-DC1,154,0,0,0
2025-05-28,S031,YYZ-DC1,229,82,7,6
2025-05-29,S031,YYZ-DC1,223,0,6,4
2025-05-30,S031,YYZ-DC1,214,0,9,7
2025-05-31,S031,YYZ-DC1,205,0,9,7
2025-06-01,S031,YYZ-DC1,195,0,10,8
2025-06-02,S031,YYZ-DC1,190,0,5,5
2025-06-03,S031,YYZ-DC1,182,0,8,6
2025-06-04,S031,YYZ-DC1,179,0,3,1
2025-06-05,S031,YYZ-DC1,178,0,1,1
2025-06-06,S031,YYZ-DC1,248,74,4,2
2025-06-07,S031,YYZ-DC1,238,0,10,10
2025-06-08,S031,YYZ-DC1,232,0,6,5
2025-06-09,S031,YYZ-DC1,219,0,13,13
2025-06-10,S031,YYZ-DC1,210,0,9,7
2025-06-11,S031,YYZ-DC1,205,0,5,4
2025-06-12,S031,YYZ-DC1,197,0,8,6
2025-06-13,S031,YYZ-DC1,192,0,5,4
2025-06-14,S031,YYZ-DC1,182,0,10,8
2025-06-15,S031,YYZ-DC1,180,0,2,1
2025-06-16,S031,YYZ-DC1,176,0,4,3
2025-06-17,S031,YYZ-DC1,276,108,8,7
2025-06-18,S031,YYZ-DC1,270,0,6,4
2025-06-19,S031,YYZ-DC1,261,0,9,7
2025-06-20,S031,YYZ-DC1,256,0,5,3
2025-06-21,S031,YYZ-DC1,251,0,5,4
2025-06-22,S031,YYZ-DC1,326,75,0,0
2025-06-23,S031,YYZ-DC1,320,0,6,6
2025-06-24,S031,YYZ-DC1,316,0,4,2
2025-06-25,S031,YYZ-DC1,314,0,2,0
2025-06-26,S031,YYZ-DC1,312,0,2,2
2025-06-27,S031,YYZ-DC1,307,0,5,5
2025-06-28,S031,YYZ-DC1,299,0,8,8
2025-06-29,S031,YYZ-DC1,293,0,6,5
2025-05-01,S032,YYZ-DC1,65,0,8,8
2025-05-02,S032,YYZ-DC1,57,0,8,7
2025-05-03,S032,YYZ-DC1,47,0,10,10
2025-05-04,S032,YYZ-DC1,35,0,12,10
2025-05-05,S032,YYZ-DC1,33,0,2,2
2025-05-06,S032,YYZ-DC1,23,0,10,8
2025-05-07,S032,YYZ-DC1,104,82,1,1
2025-05-08,S032,YYZ-DC1,99,0,5,5
2025-05-09,S032,YYZ-DC1,92,0,7,6
2025-05-10,S032,YYZ-DC1,88,0,4,4
2025-05-11,S032,YYZ-DC1,85,0,3,3
2025-05-12,S032,YYZ-DC1,80,0,5,5
2025-05-13,S032,YYZ-DC1,76,0,4,4
2025-05-14,S032,YYZ-DC1,64,0,12,10
2025-05-15,S032,YYZ-DC1,58,0,6,4
2025-05-16,S032,YYZ-DC1,57,0,1,0
2025-05-17,S032,YYZ-DC1,151,100,6,5
2025-05-18,S032,YYZ-DC1,140,0,11,10
2025-05-19,S032,YYZ-DC1,134,0,6,6
2025-05-20,S032,YYZ-DC1,124,0,10,8
2025-05-21,S032,YYZ-DC1,113,0,11,9
2025-05-22,S032,YYZ-DC1,101,0,12,10
2025-05-23,S032,YYZ-DC1,95,0,6,5
2025-05-24,S032,YYZ-DC1,187,99,7,7
2025-05-25,S032,YYZ-DC1,176,0,11,9
2025-05-26,S032,YYZ-DC1,169,0,7,7
2025-05-27,S032,YYZ-DC1,162,0,7,6
2025-05-28,S032,YYZ-DC1,156,0,6,6
2025-05-29,S032,YYZ-DC1,151,0,5,4
2025-05-30,S032,YYZ-DC1,144,0,7,6
2025-05-31,S032,YYZ-DC1,135,0,9,7
2025-06-01,S032,YYZ-DC1,127,0,8,8
2025-06-02,S032,YYZ-DC1,125,0,2,0
2025-06-03,S032,YYZ-DC1,116,0,9,9
2025-06-04,S032,YYZ-DC1,225,122,13,11
2025-06-05,S032,YYZ-DC1,218,0,7,6
2025-06-06,S032,YYZ-DC1,210,0,8,7
2025-06-07,S032,YYZ-DC1,206,0,4,3
2025-06-08,S032,YYZ-DC1,200,0,6,4
2025-06-09,S032,YYZ-DC1,193,0,7,7
2025-06-10,S032,YYZ-DC1,187,0,6,6
2025-06-11,S032,YYZ-DC1,273,92,6,4
2025-06-12,S032,YYZ-DC1,270,0,3,2
2025-06-13,S032,YYZ-DC1,261,0,9,8
2025-06-14,S032,YYZ-DC1,259,0,2,1
2025-06-15,S032,YYZ-DC1,249,0,10,10
2025-06-16,S032,YYZ-DC1,237,0,12,10
2025-06-17,S032,YYZ-DC1,231,0,6,6
2025-06-18,S032,YYZ-DC1,222,0,9,8
2025-06-19,S032,YYZ-DC1,210,0,12,12
2025-06-20,S032,YYZ-DC1,310,101,1,0
2025-06-21,S032,YYZ-DC1,299,0,11,9
2025-06-22,S032,YYZ-DC1,294,0,5,5
2025-06-23,S032,YYZ-DC1,289,0,5,5
2025-06-24,S032,YYZ-DC1,283,0,6,4
2025-06-25,S032,YYZ-DC1,335,60,8,6
2025-06-26,S032,YYZ-DC1,328,0,7,7
2025-06-27,S032,YYZ-DC1,326,0,2,2
2025-06-28,S032,YYZ-DC1,324,0,2,0
2025-06-29,S032,YYZ-DC1,309,0,15,14
2025-05-01,S033,YYZ-DC1,44,0,6,4
2025-05-02,S033,YYZ-DC1,34,0,10,8
2025-05-03,S033,YYZ-DC1,32,0,2,1
2025-05-04,S033,YYZ-DC1,27,0,5,5
2025-05-05,S033,YYZ-DC1,22,0,5,5
2025-05-06,S033,YYZ-DC1,13,0,9,9
2025-05-07,S033,YYZ-DC1,9,0,4,3
2025-05-08,S033,YYZ-DC1,2,0,7,6
2025-05-09,S033,YYZ-DC1,109,109,2,0
2025-05-10,S033,YYZ-DC1,99,0,10,9
2025-05-11,S033,YYZ-DC1,92,0,7,7
2025-05-12,S033,YYZ-DC1,88,0,4,4
2025-05-13,S033,YYZ-DC1,79,0,9,7
2025-05-14,S033,YYZ-DC1,71,0,8,8
2025-05-15,S033,YYZ-DC1,64,0,7,5
2025-05-16,S033,YYZ-DC1,60,0,4,4
2025-05-17,S033,YYZ-DC1,50,0,10,10
2025-05-18,S033,YYZ-DC1,138,93,5,5
2025-05-19,S033,YYZ-DC1,129,0,9,7
2025-05-20,S033,YYZ-DC1,124,0,5,3
2025-05-21,S033,YYZ-DC1,118,0,6,4
2025-05-22,S033,YYZ-DC1,110,0,8,8
2025-05-23,S033,YYZ-DC1,107,0,3,2
2025-05-24,S033,YYZ-DC1,200,100,7,7
2025-05-25,S033,YYZ-DC1,195,0,5,5
2025-05-26,S033,YYZ-DC1,188,0,7,6
2025-05-27,S033,YYZ-DC1,177,0,11,10
2025-05-28,S033,YYZ-DC1,175,0,2,0
2025-05-29,S033,YYZ-DC1,166,0,9,8
2025-05-30,S033,YYZ-DC1,241,76,1,0
2025-05-31,S033,YYZ-DC1,239,0,2,2
2025-06-01,S033,YYZ-DC1,235,0,4,3
2025-06-02,S033,YYZ-DC1,229,0,6,6
2025-06-03,S033,YYZ-DC1,221,0,8,6
2025-06-04,S033,YYZ-DC1,216,0,5,5
2025-06-05,S033,YYZ-DC1,201,0,15,14
2025-06-06,S033,YYZ-DC1,197,0,4,4
2025-06-07,S033,YYZ-DC1,313,125,9,8
2025-06-08,S033,YYZ-DC1,310,0,3,2
2025-06-09,S033,YYZ-DC1,309,0,1,0
2025-06-10,S033,YYZ-DC1,300,0,9,8
2025-06-11,S033,YYZ-DC1,295,0,5,3
2025-06-12,S033,YYZ-DC1,289,0,6,5
2025-06-13,S033,YYZ-DC1,284,0,5,5
2025-06-14,S033,YYZ-DC1,273,0,11,10
2025-06-15,S033,YYZ-DC1,265,0,8,7
2025-06-16,S033,YYZ-DC1,262,0,3,2
2025-06-17,S033,YYZ-DC1,257,0,5,3
2025-06-18,S033,YYZ-DC1,337,92,12,11
2025-06-19,S033,YYZ-DC1,336,0,1,0
2025-06-20,S033,YYZ-DC1,330,0,6,5
2025-06-21,S033,YYZ-DC1,321,0,9,8
2025-06-22,S033,YYZ-DC1,317,0,4,2
2025-06-23,S033,YYZ-DC1,317,0,0,0
2025-06-24,S033,YYZ-DC1,310,0,7,7
2025-06-25,S033,YYZ-DC1,299,0,11,9
2025-06-26,S033,YYZ-DC1,382,93,10,9
2025-06-27,S033,YYZ-DC1,376,0,6,6
2025-06-28,S033,YYZ-DC1,374,0,2,2
2025-06-29,S033,YYZ-DC1,373,0,1,1
2025-05-01,S034,YYZ-DC1,113,0,5,5
2025-05-02,S034,YYZ-DC1,107,0,6,6
2025-05-03,S034,YYZ-DC1,101,0,6,4
2025-05-04,S034,YYZ-DC1,95,0,6,6
2025-05-05,S034,YYZ-DC1,88,0,7,6
2025-05-06,S034,YYZ-DC1,79,0,9,9
2025-05-07,S034,YYZ-DC1,70,0,9,7
2025-05-08,S034,YYZ-DC1,62,0,8,8
2025-05-09,S034,YYZ-DC1,61,0,1,0
2025-05-10,S034,YYZ-DC1,131,75,5,5
2025-05-11,S034,YYZ-DC1,125,0,6,6
2025-05-12,S034,YYZ-DC1,122,0,3,2
2025-05-13,S034,YYZ-DC1,115,0,7,5
2025-05-14,S034,YYZ-DC1,106,0,9,7
2025-05-15,S034,YYZ-DC1,105,0,1,0
2025-05-16,S034,YYZ-DC1,172,70,3,1
2025-05-17,S034,YYZ-DC1,166,0,6,6
2025-05-18,S034,YYZ-DC1,164,0,2,1
2025-05-19,S034,YYZ-DC1,162,0,2,0
2025-05-20,S034,YYZ-DC1,154,0,8,7
2025-05-21,S034,YYZ-DC1,147,0,7,7
2025-05-22,S034,YYZ-DC1,140,0,7,5
2025-05-23,S034,YYZ-DC1,135,0,5,5
2025-05-24,S034,YYZ-DC1,175,46,6,4
2025-05-25,S034,YYZ-DC1,167,0,8,6
2025-05-26,S034,YYZ-DC1,151,0,16,15
2025-05-27,S034,YYZ-DC1,148,0,3,1
2025-05-28,S034,YYZ-DC1,145,0,3,1
2025-05-29,S034,YYZ-DC1,140,0,5,4
2025-05-30,S034,YYZ-DC1,200,68,8,8
2025-05-31,S034,YYZ-DC1,196,0,4,4
2025-06-01,S034,YYZ-DC1,192,0,4,4
2025-06-02,S034,YYZ-DC1,187,0,5,4
2025-06-03,S034,YYZ-DC1,178,0,9,7
2025-06-04,S034,YYZ-DC1,172,0,6,5
2025-06-05,S034,YYZ-DC1,172,0,0,0
2025-06-06,S034,YYZ-DC1,262,98,8,7
2025-06-07,S034,YYZ-DC1,255,0,7,5
2025-06-08,S034,YYZ-DC1,252,0,3,2
2025-06-09,S034,YYZ-DC1,245,0,7,7
2025-06-10,S034,YYZ-DC1,239,0,6,5
2025-06-11,S034,YYZ-DC1,230,0,9,7
2025-06-12,S034,YYZ-DC1,221,0,9,7
2025-06-13,S034,YYZ-DC1,220,0,1,1
2025-06-14,S034,YYZ-DC1,211,0,9,7
2025-06-15,S034,YYZ-DC1,288,83,6,6
2025-06-16,S034,YYZ-DC1,280,0,8,6
2025-06-17,S034,YYZ-DC1,273,0,7,7
2025-06-18,S034,YYZ-DC1,266,0,7,6
2025-06-19,S034,YYZ-DC1,257,0,9,9
2025-06-20,S034,YYZ-DC1,249,0,8,7
2025-06-21,S034,YYZ-DC1,244,0,5,3
2025-06-22,S034,YYZ-DC1,238,0,6,6
2025-06-23,S034,YYZ-DC1,234,0,4,4
2025-06-24,S034,YYZ-DC1,225,0,9,8
2025-06-25,S034,YYZ-DC1,221,0,4,2
2025-06-26,S034,YYZ-DC1,337,117,1,0
2025-06-27,S034,YYZ-DC1,329,0,8,6
2025-06-28,S034,YYZ-DC1,324,0,5,4
2025-06-29,S034,YYZ-DC1,315,0,9,7
2025-05-01,S035,YYZ-DC1,89,0,4,4
2025-05-02,S035,YYZ-DC1,87,0,2,2
2025-05-03,S035,YYZ-DC1,84,0,3,3
2025-05-04,S035,YYZ-DC1,78,0,6,6
2025-05-05,S035,YYZ-DC1,74,0,4,4
2025-05-06,S035,YYZ-DC1,67,0,7,7
2025-05-07,S035,YYZ-DC1,56,0,11,11
2025-05-08,S035,YYZ-DC1,168,118,6,5
2025-05-09,S035,YYZ-DC1,166,0,2,2
2025-05-10,S035,YYZ-DC1,156,0,10,9
2025-05-11,S035,YYZ-DC1,148,0,8,7
2025-05-12,S035,YYZ-DC1,132,0,16,14
2025-05-13,S035,YYZ-DC1,129,0,3,1
2025-05-14,S035,YYZ-DC1,120,0,9,9
2025-05-15,S035,YYZ-DC1,116,0,4,2
2025-05-16,S035,YYZ-DC1,174,62,4,4
2025-05-17,S035,YYZ-DC1,166,0,8,7
2025-05-18,S035,YYZ-DC1,162,0,4,3
2025-05-19,S035,YYZ-DC1,159,0,3,1
2025-05-20,S035,YYZ-DC1,153,0,6,4
2025-05-21,S035,YYZ-DC1,270,129,12,11
2025-05-22,S035,YYZ-DC1,262,0,8,7
2025-05-23,S035,YYZ-DC1,252,0,10,8
2025-05-24,S035,YYZ-DC1,246,0,6,4
2025-05-25,S035,YYZ-DC1,236,0,10,9
2025-05-26,S035,YYZ-DC1,229,0,7,6
2025-05-27,S035,YYZ-DC1,226,0,3,1
2025-05-28,S035,YYZ-DC1,310,91,7,5
2025-05-29,S035,YYZ-DC1,303,0,7,6
2025-05-30,S035,YYZ-DC1,294,0,9,8
2025-05-31,S035,YYZ-DC1,287,0,7,5
2025-06-01,S035,YYZ-DC1,280,0,7,7
2025-06-02,S035,YYZ-DC1,276,0,4,3
2025-06-03,S035,YYZ-DC1,274,0,2,2
2025-06-04,S035,YYZ-DC1,267,0,7,6
2025-06-05,S035,YYZ-DC1,266,0,1,0
2025-06-06,S035,YYZ-DC1,260,0,6,4
2025-06-07,S035,YYZ-DC1,256,0,4,4
2025-06-08,S035,YYZ-DC1,348,99,7,5
2025-06-09,S035,YYZ-DC1,347,0,1,0
2025-06-10,S035,YYZ-DC1,336,0,11,11
2025-06-11,S035,YYZ-DC1,321,0,15,13
2025-06-12,S035,YYZ-DC1,318,0,3,3
2025-06-13,S035,YYZ-DC1,311,0,7,6
2025-06-14,S035,YYZ-DC1,305,0,6,5
2025-06-15,S035,YYZ-DC1,296,0,9,9
2025-06-16,S035,YYZ-DC1,291,0,5,5
2025-06-17,S035,YYZ-DC1,282,0,9,7
2025-06-18,S035,YYZ-DC1,277,0,5,5
2025-06-19,S035,YYZ-DC1,378,111,10,9
2025-06-20,S035,YYZ-DC1,372,0,6,5
2025-06-21,S035,YYZ-DC1,367,0,5,5
2025-06-22,S035,YYZ-DC1,362,0,5,3
2025-06-23,S035,YYZ-DC1,359,0,3,3
2025-06-24,S035,YYZ-DC1,354,0,5,5
2025-06-25,S035,YYZ-DC1,351,0,3,2
2025-06-26,S035,YYZ-DC1,342,0,9,9
2025-06-27,S035,YYZ-DC1,437,103,8,6
2025-06-28,S035,YYZ-DC1,429,0,8,8
2025-06-29,S035,YYZ-DC1,419,0,10,8
2025-05-01,S036,YYZ-DC1,166,0,8,7
2025-05-02,S036,YYZ-DC1,160,0,6,4
2025-05-03,S036,YYZ-DC1,151,0,9,8
2025-05-04,S036,YYZ-DC1,141,0,10,10
2025-05-05,S036,YYZ-DC1,134,0,7,5
2025-05-06,S036,YYZ-DC1,123,0,11,9
2025-05-07,S036,YYZ-DC1,116,0,7,5
2025-05-08,S036,YYZ-DC1,106,0,10,8
2025-05-09,S036,YYZ-DC1,203,100,3,1
2025-05-10,S036,YYZ-DC1,193,0,10,10
2025-05-11,S036,YYZ-DC1,192,0,1,1
2025-05-12,S036,YYZ-DC1,184,0,8,8
2025-05-13,S036,YYZ-DC1,174,0,10,8
2025-05-14,S036,YYZ-DC1,166,0,8,7
2025-05-15,S036,YYZ-DC1,158,0,8,8
2025-05-16,S036,YYZ-DC1,237,84,5,3
2025-05-17,S036,YYZ-DC1,235,0,2,2
2025-05-18,S036,YYZ-DC1,230,0,5,5
2025-05-19,S036,YYZ-DC1,222,0,8,7
2025-05-20,S036,YYZ-DC1,217,0,5,4
2025-05-21,S036,YYZ-DC1,208,0,9,9
2025-05-22,S036,YYZ-DC1,201,0,7,5
2025-05-23,S036,YYZ-DC1,290,92,3,1
2025-05-24,S036,YYZ-DC1,282,0,8,7
2025-05-25,S036,YYZ-DC1,274,0,8,7
2025-05-26,S036,YYZ-DC1,271,0,3,3
2025-05-27,S036,YYZ-DC1,268,0,3,1
2025-05-28,S036,YYZ-DC1,319,55,4,3
2025-05-29,S036,YYZ-DC1,310,0,9,9
2025-05-30,S036,YYZ-DC1,302,0,8,7
2025-05-31,S036,YYZ-DC1,289,0,13,12
2025-06-01,S036,YYZ-DC1,286,0,3,1
2025-06-02,S036,YYZ-DC1,336,61,11,9
2025-06-03,S036,YYZ-DC1,331,0,5,5
2025-06-04,S036,YYZ-DC1,326,0,5,5
2025-06-05,S036,YYZ-DC1,320,0,6,5
2025-06-06,S036,YYZ-DC1,311,0,9,9
2025-06-07,S036,YYZ-DC1,306,0,5,3
2025-06-08,S036,YYZ-DC1,302,0,4,2
2025-06-09,S036,YYZ-DC1,383,88,7,7
2025-06-10,S036,YYZ-DC1,381,0,2,0
2025-06-11,S036,YYZ-DC1,380,0,1,1
2025-06-12,S036,YYZ-DC1,375,0,5,3
2025-06-13,S036,YYZ-DC1,371,0,4,3
2025-06-14,S036,YYZ-DC1,368,0,3,3
2025-06-15,S036,YYZ-DC1,354,0,14,13
2025-06-16,S036,YYZ-DC1,346,0,8,8
2025-06-17,S036,YYZ-DC1,339,0,7,7
2025-06-18,S036,YYZ-DC1,355,17,1,0
2025-06-19,S036,YYZ-DC1,343,0,12,10
2025-06-20,S036,YYZ-DC1,336,0,7,7
2025-06-21,S036,YYZ-DC1,334,0,2,1
2025-06-22,S036,YYZ-DC1,327,0,7,5
2025-06-23,S036,YYZ-DC1,319,0,8,6
2025-06-24,S036,YYZ-DC1,427,114,6,4
2025-06-25,S036,YYZ-DC1,427,0,0,0
2025-06-26,S036,YYZ-DC1,423,0,4,3
2025-06-27,S036,YYZ-DC1,417,0,6,5
2025-06-28,S036,YYZ-DC1,411,0,6,6
2025-06-29,S036,YYZ-DC1,401,0,10,8
2025-05-01,S037,YYZ-DC1,130,0,10,9
2025-05-02,S037,YYZ-DC1,113,0,17,15
2025-05-03,S037,YYZ-DC1,109,0,4,4
2025-05-04,S037,YYZ-DC1,107,0,2,2
2025-05-05,S037,YYZ-DC1,188,87,6,5
2025-05-06,S037,YYZ-DC1,180,0,8,6
2025-05-07,S037,YYZ-DC1,178,0,2,1
2025-05-08,S037,YYZ-DC1,170,0,8,7
2025-05-09,S037,YYZ-DC1,158,0,12,12
2025-05-10,S037,YYZ-DC1,151,0,7,5
2025-05-11,S037,YYZ-DC1,148,0,3,3
2025-05-12,S037,YYZ-DC1,144,0,4,3
2025-05-13,S037,YYZ-DC1,135,0,9,8
2025-05-14,S037,YYZ-DC1,121,0,14,12
2025-05-15,S037,YYZ-DC1,114,0,7,7
2025-05-16,S037,YYZ-DC1,167,59,6,4
2025-05-17,S037,YYZ-DC1,164,0,3,1
2025-05-18,S037,YYZ-DC1,160,0,4,4
2025-05-19,S037,YYZ-DC1,152,0,8,8
2025-05-20,S037,YYZ-DC1,141,0,11,10
2025-05-21,S037,YYZ-DC1,132,0,9,7
2025-05-22,S037,YYZ-DC1,124,0,8,8
2025-05-23,S037,YYZ-DC1,122,0,2,2
2025-05-24,S037,YYZ-DC1,113,0,9,7
2025-05-25,S037,YYZ-DC1,192,82,3,2
2025-05-26,S037,YYZ-DC1,184,0,8,8
2025-05-27,S037,YYZ-DC1,174,0,10,8
2025-05-28,S037,YYZ-DC1,170,0,4,4
2025-05-29,S037,YYZ-DC1,164,0,6,6
2025-05-30,S037,YYZ-DC1,159,0,5,5
2025-05-31,S037,YYZ-DC1,144,0,15,13
2025-06-01,S037,YYZ-DC1,137,0,7,7
2025-06-02,S037,YYZ-DC1,231,99,5,3
2025-06-03,S037,YYZ-DC1,224,0,7,6
2025-06-04,S037,YYZ-DC1,215,0,9,9
2025-06-05,S037,YYZ-DC1,209,0,6,6
2025-06-06,S037,YYZ-DC1,202,0,7,5
2025-06-07,S037,YYZ-DC1,197,0,5,3
2025-06-08,S037,YYZ-DC1,193,0,4,3
2025-06-09,S037,YYZ-DC1,292,100,1,0
2025-06-10,S037,YYZ-DC1,287,0,5,4
2025-06-11,S037,YYZ-DC1,281,0,6,4
2025-06-12,S037,YYZ-DC1,274,0,7,5
2025-06-13,S037,YYZ-DC1,269,0,5,4
2025-06-14,S037,YYZ-DC1,262,0,7,5
2025-06-15,S037,YYZ-DC1,317,60,5,4
2025-06-16,S037,YYZ-DC1,315,0,2,0
2025-06-17,S037,YYZ-DC1,311,0,4,4
2025-06-18,S037,YYZ-DC1,303,0,8,7
2025-06-19,S037,YYZ-DC1,299,0,4,4
2025-06-20,S037,YYZ-DC1,292,0,7,5
2025-06-21,S037,YYZ-DC1,285,0,7,6
2025-06-22,S037,YYZ-DC1,282,0,3,2
2025-06-23,S037,YYZ-DC1,321,49,10,8
2025-06-24,S037,YYZ-DC1,315,0,6,5
2025-06-25,S037,YYZ-DC1,301,0,14,14
2025-06-26,S037,YYZ-DC1,296,0,5,4
2025-06-27,S037,YYZ-DC1,294,0,2,0
2025-06-28,S037,YYZ-DC1,391,101,4,3
2025-06-29,S037,YYZ-DC1,386,0,5,5
2025-05-01,S038,YYZ-DC1,46,0,4,2
2025-05-02,S038,YYZ-DC1,41,0,5,4
2025-05-03,S038,YYZ-DC1,39,0,2,0
2025-05-04,S038,YYZ-DC1,36,0,3,3
2025-05-05,S038,YYZ-DC1,30,0,6,5
2025-05-06,S038,YYZ-DC1,24,0,6,5
2025-05-07,S038,YYZ-DC1,19,0,5,5
2025-05-08,S038,YYZ-DC1,18,0,1,1
2025-05-09,S038,YYZ-DC1,11,0,7,5
2025-05-10,S038,YYZ-DC1,4,0,7,6
2025-05-11,S038,YYZ-DC1,34,34,4,4
2025-05-12,S038,YYZ-DC1,27,0,7,6
2025-05-13,S038,YYZ-DC1,14,0,13,11
2025-05-14,S038,YYZ-DC1,11,0,3,3
2025-05-15,S038,YYZ-DC1,4,0,7,5
2025-05-16,S038,YYZ-DC1,0,0,4,7
2025-05-17,S038,YYZ-DC1,0,0,0,6
2025-05-18,S038,YYZ-DC1,0,0,0,1
2025-05-19,S038,YYZ-DC1,0,0,0,6
2025-05-20,S038,YYZ-DC1,100,100,0,6
2025-05-21,S038,YYZ-DC1,92,0,8,6
2025-05-22,S038,YYZ-DC1,86,0,6,6
2025-05-23,S038,YYZ-DC1,77,0,9,9
2025-05-24,S038,YYZ-DC1,69,0,8,8
2025-05-25,S038,YYZ-DC1,63,0,6,4
2025-05-26,S038,YYZ-DC1,58,0,5,5
2025-05-27,S038,YYZ-DC1,53,0,5,5
2025-05-28,S038,YYZ-DC1,133,80,0,0
2025-05-29,S038,YYZ-DC1,132,0,1,1
2025-05-30,S038,YYZ-DC1,127,0,5,3
2025-05-31,S038,YYZ-DC1,121,0,6,4
2025-06-01,S038,YYZ-DC1,110,0,11,9
2025-06-02,S038,YYZ-DC1,101,0,9,7
2025-06-03,S038,YYZ-DC1,224,129,6,5
2025-06-04,S038,YYZ-DC1,219,0,5,3
2025-06-05,S038,YYZ-DC1,211,0,8,7
2025-06-06,S038,YYZ-DC1,205,0,6,5
2025-06-07,S038,YYZ-DC1,197,0,8,7
2025-06-08,S038,YYZ-DC1,282,91,6,5
2025-06-09,S038,YYZ-DC1,273,0,9,7
2025-06-10,S038,YYZ-DC1,268,0,5,4
2025-06-11,S038,YYZ-DC1,262,0,6,4
2025-06-12,S038,YYZ-DC1,252,0,10,9
2025-06-13,S038,YYZ-DC1,241,0,11,10
2025-06-14,S038,YYZ-DC1,230,0,11,11
2025-06-15,S038,YYZ-DC1,334,106,2,0
2025-06-16,S038,YYZ-DC1,329,0,5,3
2025-06-17,S038,YYZ-DC1,323,0,6,4
2025-06-18,S038,YYZ-DC1,312,0,11,9
2025-06-19,S038,YYZ-DC1,302,0,10,9
2025-06-20,S038,YYZ-DC1,293,0,9,7
2025-06-21,S038,YYZ-DC1,288,0,5,4
2025-06-22,S038,YYZ-DC1,279,0,9,7
2025-06-23,S038,YYZ-DC1,270,0,9,8
2025-06-24,S038,YYZ-DC1,265,0,5,5
2025-06-25,S038,YYZ-DC1,257,0,8,7
2025-06-26,S038,YYZ-DC1,312,59,4,4
2025-06-27,S038,YYZ-DC1,303,0,9,7
2025-06-28,S038,YYZ-DC1,294,0,9,9
2025-06-29,S038,YYZ-DC1,289,0,5,4
2025-05-01,S039,YYZ-DC1,62,0,10,8
2025-05-02,S039,YYZ-DC1,56,0,6,4
2025-05-03,S039,YYZ-DC1,55,0,1,1
2025-05-04,S039,YYZ-DC1,50,0,5,5
2025-05-05,S039,YYZ-DC1,46,0,4,4
2025-05-06,S039,YYZ-DC1,36,0,10,9
2025-05-07,S039,YYZ-DC1,34,0,2,2
2025-05-08,S039,YYZ-DC1,104,81,11,9
2025-05-09,S039,YYZ-DC1,95,0,9,7
2025-05-10,S039,YYZ-DC1,90,0,5,4
2025-05-11,S039,YYZ-DC1,80,0,10,8
2025-05-12,S039,YYZ-DC1,69,0,11,9
2025-05-13,S039,YYZ-DC1,66,0,3,2
2025-05-14,S039,YYZ-DC1,61,0,5,4
2025-05-15,S039,YYZ-DC1,57,0,4,3
2025-05-16,S039,YYZ-DC1,48,0,9,8
2025-05-17,S039,YYZ-DC1,40,0,8,7
2025-05-18,S039,YYZ-DC1,113,83,10,8
2025-05-19,S039,YYZ-DC1,108,0,5,3
2025-05-20,S039,YYZ-DC1,102,0,6,5
2025-05-21,S039,YYZ-DC1,101,0,1,1
2025-05-22,S039,YYZ-DC1,96,0,5,4
2025-05-23,S039,YYZ-DC1,161,75,10,10
2025-05-24,S039,YYZ-DC1,157,0,4,3
2025-05-25,S039,YYZ-DC1,152,0,5,4
2025-05-26,S039,YYZ-DC1,145,0,7,6
2025-05-27,S039,YYZ-DC1,142,0,3,3
2025-05-28,S039,YYZ-DC1,141,0,1,0
2025-05-29,S039,YYZ-DC1,137,0,4,4
2025-05-30,S039,YYZ-DC1,132,0,5,5
2025-05-31,S039,YYZ-DC1,131,0,1,0
2025-06-01,S039,YYZ-DC1,120,0,11,9
2025-06-02,S039,YYZ-DC1,109,0,11,10
2025-06-03,S039,YYZ-DC1,163,58,4,3
2025-06-04,S039,YYZ-DC1,159,0,4,2
2025-06-05,S039,YYZ-DC1,153,0,6,6
2025-06-06,S039,YYZ-DC1,147,0,6,5
2025-06-07,S039,YYZ-DC1,141,0,6,5
2025-06-08,S039,YYZ-DC1,134,0,7,7
2025-06-09,S039,YYZ-DC1,131,0,3,1
2025-06-10,S039,YYZ-DC1,125,0,6,4
2025-06-11,S039,YYZ-DC1,117,0,8,7
2025-06-12,S039,YYZ-DC1,110,0,7,6
2025-06-13,S039,YYZ-DC1,147,46,9,8
2025-06-14,S039,YYZ-DC1,143,0,4,4
2025-06-15,S039,YYZ-DC1,130,0,13,11
