DeliveryID,RouteID,DriverID,StopSequence,PlannedDateTime,ActualDateTime,Status,LateFlag,DelayReason,DistanceKm,CustomerLat,CustomerLon
L00203,R20250602-03,D006,17,2025-06-02T11:22:00,2025-06-02T11:12:00,Failed,0,AccessBlocked,0.66,43.620129,-79.475797
L00204,R20250602-03,D006,18,2025-06-02T11:34:00,2025-06-02T11:51:00,Delivered,1,Traffic,4.61,43.690893,-79.403288
L00205,R20250602-04,D004,1,2025-06-02T09:52:00,2025-06-02T10:16:00,Delivered,1,Traffic,1.38,43.693429,-79.437209
L00206,R20250602-04,D004,2,2025-06-02T09:56:00,2025-06-02T10:25:00,Delivered,1,Weather,3.13,43.672002,-79.502004
L00207,R20250602-04,D004,3,2025-06-02T10:04:00,2025-06-02T10:27:00,Delivered,1,Traffic,0.69,43.664639,-79.305803
L00208,R20250602-04,D004,4,2025-06-02T10:12:00,2025-06-02T10:15:00,Delivered,1,Traffic,4.84,43.559301,-79.469181
L00209,R20250602-04,D004,5,2025-06-02T10:21:00,2025-06-02T10:24:00,Delivered,1,Weather,4.34,43.686094,-79.16634
L00210,R20250602-04,D004,6,2025-06-02T10:34:00,2025-06-02T10:39:00,Delivered,1,Weather,4.29,43.626864,-79.465792
L00211,R20250602-04,D004,7,2025-06-02T10:37:00,2025-06-02T10:40:00,Delivered,1,Parking,3.3,43.640556,-79.338218
L00212,R20250602-04,D004,8,2025-06-02T10:43:00,2025-06-02T10:38:00,Delivered,0,None,6.94,43.676509,-79.413297
L00213,R20250602-04,D004,9,2025-06-02T10:49:00,2025-06-02T10:48:00,Delivered,0,None,2.82,43.699016,-79.521857
L00214,R20250602-04,D004,10,2025-06-02T11:02:00,2025-06-02T11:09:00,Delivered,1,Traffic,1.47,43.719632,-79.283549
L00215,R20250602-04,D004,11,2025-06-02T11:05:00,2025-06-02T11:23:00,Failed,0,AccessBlocked,0.61,43.651985,-79.354037
L00216,R20250602-04,D004,12,2025-06-02T11:21:00,2025-06-02T11:31:00,Delivered,1,Parking,6.15,43.714502,-79.612564
L00217,R20250602-04,D004,13,2025-06-02T11:25:00,2025-06-02T11:36:00,Delivered,1,Traffic,5.75,43.598872,-79.356288
L00218,R20250602-04,D004,14,2025-06-02T11:32:00,2025-06-02T11:29:00,Delivered,0,None,2.52,43.676311,-79.532897
L00219,R20250602-04,D004,15,2025-06-02T11:46:00,2025-06-02T11:59:00,Delivered,1,Traffic,4.54,43.582709,-79.288598
L00220,R20250602-05,D005,1,2025-06-02T09:20:00,2025-06-02T09:20:00,Delivered,0,None,3.96,43.685787,-79.383904
L00221,R20250602-05,D005,2,2025-06-02T09:29:00,2025-06-02T09:44:00,Delivered,1,BulkOrder,0.68,43.716247,-79.273767
L00222,R20250602-05,D005,3,2025-06-02T09:36:00,2025-06-02T09:51:00,Delivered,1,Parking,3.55,43.642339,-79.399953
L00223,R20250602-05,D005,4,2025-06-02T09:53:00,2025-06-02T10:12:00,Delivered,1,Weather,1.86,43.694421,-79.309508
L00224,R20250602-05,D005,5,2025-06-02T09:59:00,2025-06-02T10:30:00,Delivered,1,BulkOrder,1.94,43.571427,-79.364244
L00225,R20250602-05,D005,6,2025-06-02T10:01:00,2025-06-02T10:02:00,Failed,0,AddressIssue,1.25,43.709242,-79.43637
L00226,R20250602-05,D005,7,2025-06-02T10:17:00,2025-06-02T10:11:00,Delivered,0,None,3.24,43.667702,-79.197138
L00227,R20250602-05,D005,8,2025-06-02T10:15:00,2025-06-02T10:25:00,Delivered,1,Parking,4.42,43.647939,-79.41482
L00228,R20250602-05,D005,9,2025-06-02T10:23:00,2025-06-02T10:43:00,Delivered,1,Parking,3.66,43.742466,-79.354614
L00229,R20250602-05,D005,10,2025-06-02T10:39:00,2025-06-02T11:02:00,Delivered,1,Parking,5.28,43.655213,-79.486111
L00230,R20250602-06,D002,1,2025-06-02T09:28:00,2025-06-02T09:20:00,Delivered,0,None,5.53,43.652529,-79.564033
L00231,R20250602-06,D002,2,2025-06-02T09:33:00,2025-06-02T09:34:00,Delivered,1,Traffic,2.8,43.738493,-79.347202
L00232,R20250602-06,D002,3,2025-06-02T09:49:00,2025-06-02T09:54:00,Delivered,1,BulkOrder,4.9,43.612726,-79.312955
L00233,R20250602-06,D002,4,2025-06-02T09:55:00,2025-06-02T10:08:00,Delivered,1,Traffic,3.46,43.622073,-79.468936
L00234,R20250602-06,D002,5,2025-06-02T09:58:00,2025-06-02T10:03:00,Delivered,1,Weather,1.43,43.688799,-79.477718
L00235,R20250602-06,D002,6,2025-06-02T10:07:00,2025-06-02T10:06:00,Delivered,0,None,4.09,43.642613,-79.343302
L00236,R20250602-06,D002,7,2025-06-02T10:18:00,2025-06-02T10:19:00,Delivered,1,Traffic,3.62,43.680606,-79.311552
L00237,R20250602-06,D002,8,2025-06-02T10:22:00,2025-06-02T10:13:00,Delivered,0,None,2.21,43.718801,-79.408414
L00238,R20250602-06,D002,9,2025-06-02T10:29:00,2025-06-02T10:35:00,Delivered,1,BulkOrder,3.08,43.643781,-79.417157
L00239,R20250602-06,D002,10,2025-06-02T10:38:00,2025-06-02T10:57:00,Delivered,1,Parking,4.61,43.680968,-79.358449
L00240,R20250602-06,D002,11,2025-06-02T10:48:00,2025-06-02T11:10:00,Delivered,1,BulkOrder,1.77,43.690661,-79.518188
L00241,R20250602-06,D002,12,2025-06-02T10:59:00,2025-06-02T11:10:00,Delivered,1,Traffic,3.93,43.647952,-79.274092
L00242,R20250602-06,D002,13,2025-06-02T11:02:00,2025-06-02T11:07:00,Delivered,1,Weather,4.49,43.672975,-79.508565
L00243,R20250602-06,D002,14,2025-06-02T11:15:00,2025-06-02T11:14:00,Delivered,0,None,1.02,43.621781,-79.441489
L00244,R20250602-07,D005,1,2025-06-02T09:22:00,2025-06-02T09:23:00,Delivered,1,BulkOrder,2.03,43.595858,-79.458418
L00245,R20250602-07,D005,2,2025-06-02T09:32:00,2025-06-02T09:28:00,Delivered,0,None,4.81,43.573845,-79.38119
L00246,R20250602-07,D005,3,2025-06-02T09:38:00,2025-06-02T10:07:00,Delivered,1,Parking,1.23,43.654671,-79.300898
L00247,R20250602-07,D005,4,2025-06-02T09:47:00,2025-06-02T09:36:00,Delivered,0,None,3.22,43.68071,-79.439446
L00248,R20250602-07,D005,5,2025-06-02T09:46:00,2025-06-02T09:52:00,Delivered,1,Parking,5.2,43.60395,-79.419642
L00249,R20250602-07,D005,6,2025-06-02T09:58:00,2025-06-02T10:02:00,Delivered,1,Parking,4.18,43.675827,-79.357532
L00250,R20250602-07,D005,7,2025-06-02T10:09:00,2025-06-02T10:12:00,Delivered,1,Traffic,3.4,43.709834,-79.282037
L00251,R20250602-07,D005,8,2025-06-02T10:11:00,2025-06-02T10:11:00,Delivered,0,None,4.41,43.662963,-79.400615
L00252,R20250602-07,D005,9,2025-06-02T10:23:00,2025-06-02T10:26:00,Delivered,1,Traffic,3.64,43.619296,-79.34063
L00253,R20250602-07,D005,10,2025-06-02T10:28:00,2025-06-02T10:52:00,Delivered,1,BulkOrder,2.13,43.68207,-79.379475
L00254,R20250602-07,D005,11,2025-06-02T10:38:00,2025-06-02T10:47:00,Delivered,1,Parking,0.3,43.732723,-79.353195
L00255,R20250602-08,D004,1,2025-06-02T09:44:00,2025-06-02T09:42:00,Delivered,0,None,3.47,43.667353,-79.296439
L00256,R20250602-08,D004,2,2025-06-02T09:48:00,2025-06-02T10:20:00,Delivered,1,Traffic,0.85,43.678352,-79.576329
L00257,R20250602-08,D004,3,2025-06-02T10:00:00,2025-06-02T10:05:00,Delivered,1,Traffic,3.29,43.711677,-79.397492
L00258,R20250602-08,D004,4,2025-06-02T10:12:00,2025-06-02T10:11:00,Delivered,0,None,4.47,43.633919,-79.402116
L00259,R20250602-08,D004,5,2025-06-02T10:19:00,2025-06-02T10:23:00,Failed,0,CustomerNotHome,3.73,43.772548,-79.471211
L00260,R20250602-08,D004,6,2025-06-02T10:26:00,2025-06-02T10:42:00,Failed,0,AddressIssue,2.25,43.664398,-79.38304
L00261,R20250602-08,D004,7,2025-06-02T10:28:00,2025-06-02T10:26:00,Delivered,0,None,0.62,43.659956,-79.347198
L00262,R20250602-08,D004,8,2025-06-02T10:37:00,2025-06-02T10:55:00,Delivered,1,Weather,2.19,43.63917,-79.503254
L00263,R20250602-08,D004,9,2025-06-02T10:50:00,2025-06-02T10:46:00,Delivered,0,None,2.35,43.685211,-79.426265
L00264,R20250602-08,D004,10,2025-06-02T10:57:00,2025-06-02T11:00:00,Delivered,1,Weather,2.54,43.574574,-79.493756
L00265,R20250602-08,D004,11,2025-06-02T11:01:00,2025-06-02T11:29:00,Delivered,1,Parking,2.66,43.77193,-79.522217
L00266,R20250602-08,D004,12,2025-06-02T11:12:00,2025-06-02T11:20:00,Delivered,1,BulkOrder,3.75,43.536931,-79.364254
L00267,R20250602-08,D004,13,2025-06-02T11:16:00,2025-06-02T11:26:00,Delivered,1,Weather,3.2,43.624152,-79.565259
L00268,R20250602-08,D004,14,2025-06-02T11:25:00,2025-06-02T11:30:00,Failed,0,CustomerNotHome,3.73,43.624016,-79.425474
L00269,R20250602-08,D004,15,2025-06-02T11:40:00,2025-06-02T11:34:00,Delivered,0,None,0.98,43.620065,-79.229364
L00270,R20250602-08,D004,16,2025-06-02T11:39:00,2025-06-02T11:41:00,Delivered,1,Parking,3.63,43.655076,-79.39047
L00271,R20250602-08,D004,17,2025-06-02T11:53:00,2025-06-02T11:59:00,Delivered,1,Parking,2.57,43.698931,-79.492667
L00272,R20250602-09,D004,1,2025-06-02T09:44:00,2025-06-02T09:44:00,Delivered,0,None,4.41,43.58761,-79.329502
L00273,R20250602-09,D004,2,2025-06-02T09:51:00,2025-06-02T09:50:00,Delivered,0,None,2.61,43.697843,-79.445161
L00274,R20250602-09,D004,3,2025-06-02T09:59:00,2025-06-02T09:58:00,Delivered,0,None,5.48,43.68464,-79.246404
L00275,R20250602-09,D004,4,2025-06-02T10:04:00,2025-06-02T10:15:00,Delivered,1,Weather,2.1,43.621696,-79.467772
L00276,R20250602-09,D004,5,2025-06-02T10:15:00,2025-06-02T10:11:00,Delivered,0,None,5.02,43.607312,-79.158434
L00277,R20250602-09,D004,6,2025-06-02T10:20:00,2025-06-02T10:20:00,Delivered,0,None,6.57,43.709175,-79.359447
L00278,R20250602-09,D004,7,2025-06-02T10:32:00,2025-06-02T10:26:00,Delivered,0,None,6.13,43.69366,-79.375565
L00279,R20250602-09,D004,8,2025-06-02T10:37:00,2025-06-02T10:35:00,Delivered,0,None,5.68,43.708658,-79.510561
L00280,R20250602-09,D004,9,2025-06-02T10:50:00,2025-06-02T10:58:00,Delivered,1,Traffic,3.49,43.666892,-79.407261
L00281,R20250602-09,D004,10,2025-06-02T10:53:00,2025-06-02T11:18:00,Delivered,1,BulkOrder,2.49,43.631049,-79.386377
L00282,R20250602-09,D004,11,2025-06-02T10:57:00,2025-06-02T11:06:00,Delivered,1,Parking,3.67,43.557154,-79.345037
L00283,R20250602-09,D004,12,2025-06-02T11:14:00,2025-06-02T11:26:00,Delivered,1,Weather,0.3,43.66689,-79.383769
L00284,R20250602-09,D004,13,2025-06-02T11:22:00,2025-06-02T11:40:00,Failed,0,AccessBlocked,5.18,43.677399,-79.404066
L00285,R20250602-10,D006,1,2025-06-02T09:31:00,2025-06-02T09:45:00,Delivered,1,Parking,4.71,43.696226,-79.258495
L00286,R20250602-10,D006,2,2025-06-02T09:33:00,2025-06-02T09:33:00,Delivered,0,None,3.6,43.597334,-79.350031
L00287,R20250602-10,D006,3,2025-06-02T09:37:00,2025-06-02T09:54:00,Delivered,1,Weather,6.16,43.608165,-79.430186
L00288,R20250602-10,D006,4,2025-06-02T09:49:00,2025-06-02T09:56:00,Delivered,1,Traffic,1.14,43.551314,-79.380584
L00289,R20250602-10,D006,5,2025-06-02T10:03:00,2025-06-02T10:13:00,Delivered,1,Traffic,3.92,43.638233,-79.329431
L00290,R20250602-10,D006,6,2025-06-02T10:02:00,2025-06-02T10:06:00,Delivered,1,Parking,5.38,43.672869,-79.494957
L00291,R20250602-10,D006,7,2025-06-02T10:11:00,2025-06-02T10:17:00,Delivered,1,Weather,4.02,43.661062,-79.399923
L00292,R20250602-10,D006,8,2025-06-02T10:25:00,2025-06-02T10:36:00,Delivered,1,Parking,5.07,43.62511,-79.432495
L00293,R20250602-10,D006,9,2025-06-02T10:27:00,2025-06-02T10:38:00,Delivered,1,Parking,6.76,43.724466,-79.513287
L00294,R20250602-10,D006,10,2025-06-02T10:36:00,2025-06-02T10:42:00,Delivered,1,Weather,3.68,43.552805,-79.361861
L00295,R20250602-10,D006,11,2025-06-02T10:43:00,2025-06-02T11:01:00,Delivered,1,Traffic,5.34,43.614041,-79.474154
L00296,R20250602-10,D006,12,2025-06-02T10:56:00,2025-06-02T10:46:00,Delivered,0,None,0.71,43.675851,-79.419198
L00297,R20250602-10,D006,13,2025-06-02T10:57:00,2025-06-02T11:08:00,Delivered,1,BulkOrder,4.59,43.646699,-79.333672
L00298,R20250602-10,D006,14,2025-06-02T11:10:00,2025-06-02T11:12:00,Delivered,1,Parking,4.28,43.614178,-79.342414
L00299,R20250602-10,D006,15,2025-06-02T11:23:00,2025-06-02T11:28:00,Delivered,1,BulkOrder,0.3,43.622398,-79.301172
L00300,R20250602-10,D006,16,2025-06-02T11:26:00,2025-06-02T11:20:00,Delivered,0,None,5.35,43.557125,-79.292881
L00301,R20250602-10,D006,17,2025-06-02T11:36:00,2025-06-02T11:41:00,Failed,0,CustomerNotHome,5.06,43.689821,-79.520733
L00302,R20250603-01,D002,1,2025-06-03T09:29:00,2025-06-03T09:38:00,Delivered,1,BulkOrder,3.44,43.595103,-79.437382
L00303,R20250603-01,D002,2,2025-06-03T09:40:00,2025-06-03T09:48:00,Delivered,1,BulkOrder,1.29,43.544182,-79.413574
L00304,R20250603-01,D002,3,2025-06-03T09:43:00,2025-06-03T09:41:00,Delivered,0,None,1.93,43.753248,-79.378687
L00305,R20250603-01,D002,4,2025-06-03T09:48:00,2025-06-03T09:40:00,Delivered,0,None,3.89,43.601974,-79.310555
L00306,R20250603-01,D002,5,2025-06-03T10:03:00,2025-06-03T10:03:00,Delivered,0,None,3.8,43.621175,-79.404871
L00307,R20250603-01,D002,6,2025-06-03T10:05:00,2025-06-03T10:03:00,Delivered,0,None,3.93,43.648769,-79.417637
L00308,R20250603-01,D002,7,2025-06-03T10:18:00,2025-06-03T10:23:00,Delivered,1,Weather,6.55,43.586182,-79.321611
L00309,R20250603-01,D002,8,2025-06-03T10:19:00,2025-06-03T10:15:00,Delivered,0,None,4.38,43.661731,-79.428036
L00310,R20250603-01,D002,9,2025-06-03T10:27:00,2025-06-03T10:29:00,Delivered,1,Parking,2.98,43.663119,-79.444577
L00311,R20250603-01,D002,10,2025-06-03T10:44:00,2025-06-03T10:43:00,Delivered,0,None,4.48,43.664783,-79.305986
L00312,R20250603-01,D002,11,2025-06-03T10:45:00,2025-06-03T11:14:00,Delivered,1,Parking,2.54,43.763908,-79.419356
L00313,R20250603-01,D002,12,2025-06-03T10:57:00,2025-06-03T10:56:00,Delivered,0,None,0.97,43.709334,-79.390736
L00314,R20250603-01,D002,13,2025-06-03T11:05:00,2025-06-03T11:01:00,Delivered,0,None,1.22,43.742059,-79.330496
L00315,R20250603-01,D002,14,2025-06-03T11:16:00,2025-06-03T11:42:00,Delivered,1,BulkOrder,3.45,43.620185,-79.336652
L00316,R20250603-01,D002,15,2025-06-03T11:15:00,2025-06-03T11:17:00,Failed,0,Weather,3.37,43.586526,-79.500945
L00317,R20250603-01,D002,16,2025-06-03T11:25:00,2025-06-03T11:35:00,Delivered,1,BulkOrder,2.64,43.718612,-79.422677
L00318,R20250603-02,D006,1,2025-06-03T09:12:00,2025-06-03T09:29:00,Delivered,1,Traffic,5.29,43.603515,-79.359633
L00319,R20250603-02,D006,2,2025-06-03T09:25:00,2025-06-03T09:35:00,Delivered,1,Weather,1.02,43.603483,-79.330365
L00320,R20250603-02,D006,3,2025-06-03T09:33:00,2025-06-03T09:37:00,Delivered,1,BulkOrder,4.88,43.591965,-79.290484
L00321,R20250603-02,D006,4,2025-06-03T09:46:00,2025-06-03T09:50:00,Delivered,1,BulkOrder,0.3,43.623064,-79.470632
L00322,R20250603-02,D006,5,2025-06-03T09:54:00,2025-06-03T09:58:00,Delivered,1,Weather,4.18,43.637749,-79.39703
L00323,R20250603-02,D006,6,2025-06-03T09:56:00,2025-06-03T10:12:00,Delivered,1,Parking,2.88,43.582854,-79.54142
L00324,R20250603-02,D006,7,2025-06-03T10:02:00,2025-06-03T10:02:00,Delivered,0,None,1.18,43.651476,-79.3789
L00325,R20250603-02,D006,8,2025-06-03T10:08:00,2025-06-03T10:03:00,Delivered,0,None,4.2,43.595516,-79.370524
L00326,R20250603-02,D006,9,2025-06-03T10:19:00,2025-06-03T10:32:00,Delivered,1,BulkOrder,2.66,43.621733,-79.345774
L00327,R20250603-02,D006,10,2025-06-03T10:24:00,2025-06-03T10:54:00,Delivered,1,Traffic,3.67,43.692434,-79.313534
L00328,R20250603-02,D006,11,2025-06-03T10:36:00,2025-06-03T10:44:00,Failed,0,CustomerNotHome,3.96,43.567476,-79.440306
L00329,R20250603-02,D006,12,2025-06-03T10:41:00,2025-06-03T10:41:00,Delivered,0,None,6.02,43.600836,-79.447052
L00330,R20250603-03,D002,1,2025-06-03T09:48:00,2025-06-03T10:07:00,Delivered,1,Weather,4.38,43.64024,-79.378184
L00331,R20250603-03,D002,2,2025-06-03T09:54:00,2025-06-03T09:57:00,Delivered,1,BulkOrder,3.58,43.612744,-79.377786
L00332,R20250603-03,D002,3,2025-06-03T10:03:00,2025-06-03T10:04:00,Delivered,1,Traffic,2.56,43.674314,-79.297723
L00333,R20250603-03,D002,4,2025-06-03T10:18:00,2025-06-03T10:34:00,Delivered,1,Weather,2.06,43.635624,-79.363285
L00334,R20250603-03,D002,5,2025-06-03T10:26:00,2025-06-03T10:33:00,Delivered,1,BulkOrder,3.33,43.636592,-79.166881
L00335,R20250603-03,D002,6,2025-06-03T10:27:00,2025-06-03T10:40:00,Delivered,1,Weather,5.19,43.634981,-79.373011
L00336,R20250603-03,D002,7,2025-06-03T10:38:00,2025-06-03T10:39:00,Delivered,1,Parking,1.56,43.664415,-79.335123
L00337,R20250603-03,D002,8,2025-06-03T10:42:00,2025-06-03T10:40:00,Delivered,0,None,2.16,43.627123,-79.458716
L00338,R20250603-03,D002,9,2025-06-03T10:55:00,2025-06-03T11:00:00,Delivered,1,Weather,4.59,43.715561,-79.158188
L00339,R20250603-03,D002,10,2025-06-03T11:01:00,2025-06-03T11:08:00,Delivered,1,BulkOrder,1.97,43.599321,-79.407172
L00340,R20250603-03,D002,11,2025-06-03T11:07:00,2025-06-03T11:11:00,Delivered,1,Weather,4.41,43.68335,-79.413073
L00341,R20250603-03,D002,12,2025-06-03T11:19:00,2025-06-03T11:48:00,Delivered,1,Parking,1.7,43.566175,-79.381813
L00342,R20250603-04,D003,1,2025-06-03T09:42:00,2025-06-03T09:56:00,Delivered,1,Parking,1.82,43.603243,-79.380256
L00343,R20250603-04,D003,2,2025-06-03T09:54:00,2025-06-03T09:50:00,Delivered,0,None,3.53,43.642443,-79.448271
L00344,R20250603-04,D003,3,2025-06-03T10:02:00,2025-06-03T10:12:00,Delivered,1,Weather,5.45,43.638483,-79.419692
L00345,R20250603-04,D003,4,2025-06-03T10:09:00,2025-06-03T10:18:00,Delivered,1,Traffic,4.92,43.702179,-79.279865
L00346,R20250603-04,D003,5,2025-06-03T10:11:00,2025-06-03T10:08:00,Delivered,0,None,3.52,43.648296,-79.435141
L00347,R20250603-04,D003,6,2025-06-03T10:28:00,2025-06-03T10:30:00,Delivered,1,Weather,2.07,43.598217,-79.364456
L00348,R20250603-04,D003,7,2025-06-03T10:35:00,2025-06-03T11:02:00,Delivered,1,Traffic,4.0,43.677454,-79.469405
L00349,R20250603-04,D003,8,2025-06-03T10:44:00,2025-06-03T11:00:00,Delivered,1,Parking,3.43,43.64869,-79.455401
L00350,R20250603-04,D003,9,2025-06-03T10:44:00,2025-06-03T10:44:00,Delivered,0,None,0.99,43.70033,-79.343816
L00351,R20250603-04,D003,10,2025-06-03T11:01:00,2025-06-03T11:00:00,Delivered,0,None,3.4,43.711484,-79.466127
L00352,R20250603-04,D003,11,2025-06-03T11:07:00,2025-06-03T11:08:00,Delivered,1,Weather,5.36,43.594077,-79.35664
L00353,R20250603-05,D003,1,2025-06-03T09:22:00,2025-06-03T09:42:00,Delivered,1,BulkOrder,3.75,43.643451,-79.344991
L00354,R20250603-05,D003,2,2025-06-03T09:25:00,2025-06-03T09:30:00,Delivered,1,BulkOrder,2.68,43.674018,-79.470436
L00355,R20250603-05,D003,3,2025-06-03T09:37:00,2025-06-03T10:07:00,Delivered,1,Traffic,0.3,43.589296,-79.232305
L00356,R20250603-05,D003,4,2025-06-03T09:41:00,2025-06-03T09:47:00,Delivered,1,Traffic,5.49,43.667048,-79.346515
L00357,R20250603-05,D003,5,2025-06-03T09:52:00,2025-06-03T09:56:00,Delivered,1,BulkOrder,5.25,43.574183,-79.347467
L00358,R20250603-05,D003,6,2025-06-03T10:03:00,2025-06-03T10:12:00,Delivered,1,Traffic,5.17,43.781826,-79.4432
L00359,R20250603-05,D003,7,2025-06-03T10:11:00,2025-06-03T10:10:00,Delivered,0,None,1.9,43.515066,-79.417976
L00360,R20250603-05,D003,8,2025-06-03T10:12:00,2025-06-03T10:16:00,Delivered,1,BulkOrder,3.52,43.717751,-79.362286
L00361,R20250603-05,D003,9,2025-06-03T10:26:00,2025-06-03T10:29:00,Delivered,1,Traffic,4.39,43.671517,-79.406263
L00362,R20250603-05,D003,10,2025-06-03T10:37:00,2025-06-03T10:41:00,Delivered,1,Weather,4.26,43.716089,-79.29198
L00363,R20250603-05,D003,11,2025-06-03T10:44:00,2025-06-03T10:32:00,Delivered,0,None,0.3,43.726697,-79.369642
L00364,R20250603-05,D003,12,2025-06-03T10:48:00,2025-06-03T11:10:00,Delivered,1,Weather,3.44,43.628623,-79.376427
L00365,R20250603-05,D003,13,2025-06-03T10:53:00,2025-06-03T11:11:00,Delivered,1,Traffic,5.02,43.727173,-79.398406
L00366,R20250603-06,D002,1,2025-06-03T09:27:00,2025-06-03T09:33:00,Delivered,1,BulkOrder,2.25,43.728301,-79.323243
L00367,R20250603-06,D002,2,2025-06-03T09:41:00,2025-06-03T10:01:00,Delivered,1,Weather,1.37,43.543878,-79.371194
L00368,R20250603-06,D002,3,2025-06-03T09:52:00,2025-06-03T09:55:00,Delivered,1,Weather,6.33,43.603299,-79.411381
L00369,R20250603-06,D002,4,2025-06-03T09:53:00,2025-06-03T10:20:00,Delivered,1,Weather,2.8,43.60904,-79.320087
L00370,R20250603-06,D002,5,2025-06-03T10:01:00,2025-06-03T09:57:00,Delivered,0,None,6.37,43.635465,-79.57834
L00371,R20250603-06,D002,6,2025-06-03T10:09:00,2025-06-03T10:14:00,Delivered,1,Parking,3.34,43.639515,-79.319973
L00372,R20250603-06,D002,7,2025-06-03T10:24:00,2025-06-03T10:38:00,Delivered,1,Traffic,0.6,43.686628,-79.293352
L00373,R20250603-06,D002,8,2025-06-03T10:33:00,2025-06-03T10:39:00,Delivered,1,BulkOrder,0.51,43.66864,-79.454197
L00374,R20250603-06,D002,9,2025-06-03T10:40:00,2025-06-03T10:55:00,Delivered,1,BulkOrder,4.56,43.630897,-79.304785
L00375,R20250603-06,D002,10,2025-06-03T10:45:00,2025-06-03T10:48:00,Delivered,1,BulkOrder,4.54,43.609903,-79.515
L00376,R20250603-06,D002,11,2025-06-03T10:48:00,2025-06-03T10:48:00,Delivered,0,None,2.54,43.608148,-79.257146
L00377,R20250603-06,D002,12,2025-06-03T10:57:00,2025-06-03T10:51:00,Delivered,0,None,5.94,43.615951,-79.433767
L00378,R20250603-06,D002,13,2025-06-03T11:10:00,2025-06-03T11:09:00,Delivered,0,None,2.99,43.730695,-79.418058
L00379,R20250603-07,D003,1,2025-06-03T09:22:00,2025-06-03T09:36:00,Delivered,1,BulkOrder,6.78,43.57709,-79.300994
L00380,R20250603-07,D003,2,2025-06-03T09:28:00,2025-06-03T09:30:00,Delivered,1,BulkOrder,1.73,43.667021,-79.303557
L00381,R20250603-07,D003,3,2025-06-03T09:44:00,2025-06-03T09:45:00,Delivered,1,BulkOrder,1.75,43.690185,-79.317653
L00382,R20250603-07,D003,4,2025-06-03T09:51:00,2025-06-03T10:01:00,Delivered,1,BulkOrder,4.97,43.626446,-79.415453
L00383,R20250603-07,D003,5,2025-06-03T10:02:00,2025-06-03T10:22:00,Delivered,1,BulkOrder,3.66,43.702997,-79.431568
L00384,R20250603-07,D003,6,2025-06-03T10:09:00,2025-06-03T10:00:00,Delivered,0,None,1.14,43.645469,-79.47831
L00385,R20250603-07,D003,7,2025-06-03T10:18:00,2025-06-03T10:26:00,Delivered,1,Weather,4.69,43.654006,-79.420082
L00386,R20250603-07,D003,8,2025-06-03T10:22:00,2025-06-03T10:22:00,Delivered,0,None,1.87,43.655024,-79.54573
L00387,R20250603-07,D003,9,2025-06-03T10:34:00,2025-06-03T10:47:00,Delivered,1,Parking,6.77,43.609138,-79.365805
L00388,R20250603-07,D003,10,2025-06-03T10:33:00,2025-06-03T10:39:00,Delivered,1,Weather,5.03,43.722087,-79.38338
L00389,R20250603-07,D003,11,2025-06-03T10:45:00,2025-06-03T10:56:00,Delivered,1,Traffic,2.13,43.707733,-79.206349
L00390,R20250603-08,D004,1,2025-06-03T09:45:00,2025-06-03T09:54:00,Delivered,1,Parking,3.95,43.703633,-79.344444
L00391,R20250603-08,D004,2,2025-06-03T09:51:00,2025-06-03T10:13:00,Delivered,1,Traffic,5.13,43.637844,-79.431317
L00392,R20250603-08,D004,3,2025-06-03T09:56:00,2025-06-03T10:18:00,Failed,0,AccessBlocked,3.72,43.623874,-79.382321
L00393,R20250603-08,D004,4,2025-06-03T10:04:00,2025-06-03T10:09:00,Delivered,1,Weather,6.71,43.64251,-79.527238
L00394,R20250603-08,D004,5,2025-06-03T10:14:00,2025-06-03T10:52:00,Delivered,1,Traffic,2.83,43.707318,-79.426559
L00395,R20250603-08,D004,6,2025-06-03T10:17:00,2025-06-03T10:32:00,Delivered,1,Parking,3.19,43.705482,-79.452427
L00396,R20250603-08,D004,7,2025-06-03T10:32:00,2025-06-03T10:30:00,Delivered,0,None,4.36,43.673586,-79.408843
L00397,R20250603-08,D004,8,2025-06-03T10:35:00,2025-06-03T11:06:00,Delivered,1,BulkOrder,2.94,43.754232,-79.521998
L00398,R20250603-08,D004,9,2025-06-03T10:47:00,2025-06-03T10:54:00,Delivered,1,BulkOrder,0.3,43.672652,-79.413603
L00399,R20250603-08,D004,10,2025-06-03T10:56:00,2025-06-03T10:46:00,Delivered,0,None,6.18,43.671148,-79.379515
L00400,R20250603-08,D004,11,2025-06-03T10:57:00,2025-06-03T11:11:00,Delivered,1,Traffic,1.81,43.663267,-79.348039
L00401,R20250603-08,D004,12,2025-06-03T11:06:00,2025-06-03T11:15:00,Delivered,1,BulkOrder,6.15,43.662346,-79.389057
L00402,R20250603-08,D004,13,2025-06-03T11:11:00,2025-06-03T11:15:00,Delivered,1,Weather,5.78,43.721817,-79.462489
L00403,R20250603-08,D004,14,2025-06-03T11:26:00,2025-06-03T11:52:00,Delivered,1,Weather,5.29,43.657336,-79.270387
L00404,R20250603-08,D004,15,2025-06-03T11:36:00,2025-06-03T11:39:00,Delivered,1,Parking,7.39,43.676691,-79.32616
L00405,R20250603-09,D004,1,2025-06-03T09:33:00,2025-06-03T09:36:00,Delivered,1,Parking,2.52,43.723766,-79.390227
